NumeroComprobante,FechaFactura,IdItem,NombreProducto,Descripcion,Cantidad,Precio,Total
B0200002940,2026-02-09,761,BOLA DE JALON 2000 LB (opcional),,1,750.0,750.0
B0200002940,2026-02-09,87,Materiales de instalacion,"---------------------Que incluye el KIT DE DEFENSA!!!!
1-Garantía de 2 años contra oxidación Te ofrece tranquilidad y confianza.
2-Instalación completa Asegura un montaje adecuado y profesional.
3-Pintura automotriz (Urethano) Garantiza un acabado excelente y duradero.",1,4500.0,4500.0
B0200002941,2026-02-09,767,JUEGO DEFENSA DAIHATSU MIRA 2018-2021,,1,29000.0,25502.6
B0200002941,2026-02-09,761,BOLA DE JALON 2000 LB (opcional),,1,750.0,750.0
B0200002941,2026-02-09,87,Materiales de instalacion,"---------------------Que incluye el KIT DE DEFENSA!!!!
1-Garantía de 2 años contra oxidación Te ofrece tranquilidad y confianza.
2-Instalación completa Asegura un montaje adecuado y profesional.
3-Pintura automotriz (Urethano) Garantiza un acabado excelente y duradero.",1,4500.0,4500.0
B0200002942,2026-02-09,607,KIT DEFENSA NV 200 COMPLETA,,1,33000.0,31350.0
B0200002942,2026-02-09,761,BOLA DE JALON 2000 LB (opcional),,1,750.0,750.0
B0200002942,2026-02-09,87,Materiales de instalacion,"---------------------Que incluye el KIT DE DEFENSA!!!!
1-Garantía de 2 años contra oxidación Te ofrece tranquilidad y confianza.
2-Instalación completa Asegura un montaje adecuado y profesional.
3-Pintura automotriz (Urethano) Garantiza un acabado excelente y duradero.",1,4500.0,4500.0
B0200002943,2026-02-09,253,TOYOTA PIXIS VAN,AÑO 2020,1,29500.0,25502.75
B0200002943,2026-02-09,761,BOLA DE JALON 2000 LB (opcional),,1,750.0,750.0
B0200002943,2026-02-09,87,Materiales de instalacion,"---------------------Que incluye el KIT DE DEFENSA!!!!
1-Garantía de 2 años contra oxidación Te ofrece tranquilidad y confianza.
2-Instalación completa Asegura un montaje adecuado y profesional.
3-Pintura automotriz (Urethano) Garantiza un acabado excelente y duradero.",1,4500.0,4500.0
B0200002944,2026-02-10,296,CAMBIO DE GOMA,TOWN ACE UN SOLO ESTRIBO LADO DERECHO,1,1200.0,1200.0
B0200002945,2026-02-10,605,KIT-DEFENSA DELANTERA NV 200,TIPO CACHITO,1,16000.0,16236.8
B0200002945,2026-02-10,462,NISSAN NV200 KIT DEFENSA TRASERA,,1,13000.0,13806.0
B0200002945,2026-02-10,761,BOLA DE JALON 2000 LB (opcional),,1,750.0,885.0
B0200002945,2026-02-10,562,Materiales de instalacion 2 piezas,"---------------------

Que incluye el KIT!!!!


1-Garantía de 3 años contra oxidación: Te ofrece tranquilidad y confianza.

2-Instalación completa: Asegura un montaje adecuado y profesional.

3-Pintura automotriz (Urethano): Garantiza un acabado excelente y duradero.",1,2500.0,2950.0
B0200002946,2026-02-10,619,KIT-COMPLETA DEFENSA HIJET,,1,29000.0,25502.6
B0200002946,2026-02-10,761,BOLA DE JALON 2000 LB (opcional),,1,750.0,750.0
B0200002946,2026-02-10,87,Materiales de instalacion,"---------------------Que incluye el KIT DE DEFENSA!!!!
1-Garantía de 2 años contra oxidación Te ofrece tranquilidad y confianza.
2-Instalación completa Asegura un montaje adecuado y profesional.
3-Pintura automotriz (Urethano) Garantiza un acabado excelente y duradero.",1,4500.0,4500.0
B0200002947,2026-02-11,627,KIT COMPLETO KIA 2700-BONGO 2024!!!,UNA CABINA,1,33000.0,33838.86
B0200002947,2026-02-11,800,PORTA PIES PARA CAMION,,1,4000.0,4720.0
B0200002947,2026-02-11,761,BOLA DE JALON 2000 LB (opcional),,1,750.0,885.0
B0200002947,2026-02-11,87,Materiales de instalacion,"---------------------Que incluye el KIT DE DEFENSA!!!!
1-Garantía de 2 años contra oxidación Te ofrece tranquilidad y confianza.
2-Instalación completa Asegura un montaje adecuado y profesional.
3-Pintura automotriz (Urethano) Garantiza un acabado excelente y duradero.",1,4500.0,5310.0
B0200002948,2026-02-11,621,KIT-DEFENSA TOWN ACE COMPLETA! 2024,,1,33000.0,29502.0
B0200002948,2026-02-11,761,BOLA DE JALON 2000 LB (opcional),,1,750.0,750.0
B0200002948,2026-02-11,87,Materiales de instalacion,"---------------------Que incluye el KIT DE DEFENSA!!!!
1-Garantía de 2 años contra oxidación Te ofrece tranquilidad y confianza.
2-Instalación completa Asegura un montaje adecuado y profesional.
3-Pintura automotriz (Urethano) Garantiza un acabado excelente y duradero.",1,4500.0,4500.0
B0200002949,2026-02-11,309,REPARACION GRADO (B),HIJET DEFENSA FRONTAL,1,6500.0,7670.0
B0200002950,2026-02-11,337,INSTALACION,DEFENSA FRONTAL HIJET,1,2200.0,2596.0
B0200002951,2026-02-11,309,REPARACION GRADO (B),CAMION ISUZU DEFENSA FRONTAL BAJITA,1,11500.0,10350.0
B0200002952,2026-02-11,611,KIT-COMPLETA NISSAN NV 350 MODERNA,TECHO BAJITO,1,48000.0,39796.8
B0200002952,2026-02-11,761,BOLA DE JALON 2000 LB (opcional),,1,750.0,750.0
B0200002952,2026-02-11,87,Materiales de instalacion,"---------------------Que incluye el KIT DE DEFENSA!!!!
1-Garantía de 2 años contra oxidación Te ofrece tranquilidad y confianza.
2-Instalación completa Asegura un montaje adecuado y profesional.
3-Pintura automotriz (Urethano) Garantiza un acabado excelente y duradero.",1,4500.0,4500.0
B0200002953,2026-02-11,619,KIT-COMPLETA DEFENSA HIJET,,1,29000.0,27500.7
B0200002953,2026-02-11,761,BOLA DE JALON 2000 LB (opcional),,1,750.0,750.0
B0200002953,2026-02-11,87,Materiales de instalacion,"---------------------Que incluye el KIT DE DEFENSA!!!!
1-Garantía de 2 años contra oxidación Te ofrece tranquilidad y confianza.
2-Instalación completa Asegura un montaje adecuado y profesional.
3-Pintura automotriz (Urethano) Garantiza un acabado excelente y duradero.",1,4500.0,4500.0
B0200002954,2026-02-12,607,KIT DEFENSA NV 200 COMPLETA,,1,33000.0,31350.0
B0200002954,2026-02-12,1104,NV 200 PORTA ESCALERA CON SEGURIDAD,,1,17500.0,17500.0
B0200002954,2026-02-12,761,BOLA DE JALON 2000 LB (opcional),,1,750.0,750.0
B0200002954,2026-02-12,87,Materiales de instalacion,"---------------------Que incluye el KIT DE DEFENSA!!!!
1-Garantía de 2 años contra oxidación Te ofrece tranquilidad y confianza.
2-Instalación completa Asegura un montaje adecuado y profesional.
3-Pintura automotriz (Urethano) Garantiza un acabado excelente y duradero.",1,4500.0,4500.0
B0200002955,2026-02-12,611,KIT-COMPLETA NISSAN NV 350 MODERNA,TECHO BAJITO,1,46000.0,40503.0
B0200002955,2026-02-12,761,BOLA DE JALON 2000 LB (opcional),,1,750.0,750.0
B0200002955,2026-02-12,87,Materiales de instalacion,"---------------------Que incluye el KIT DE DEFENSA!!!!
1-Garantía de 2 años contra oxidación Te ofrece tranquilidad y confianza.
2-Instalación completa Asegura un montaje adecuado y profesional.
3-Pintura automotriz (Urethano) Garantiza un acabado excelente y duradero.",1,4500.0,4500.0
B0200002956,2026-02-12,621,KIT-DEFENSA TOWN ACE COMPLETA! 2024,,1,33000.0,31350.0
B0200002956,2026-02-12,761,BOLA DE JALON 2000 LB (opcional),,1,750.0,750.0
B0200002956,2026-02-12,87,Materiales de instalacion,"---------------------Que incluye el KIT DE DEFENSA!!!!
1-Garantía de 2 años contra oxidación Te ofrece tranquilidad y confianza.
2-Instalación completa Asegura un montaje adecuado y profesional.
3-Pintura automotriz (Urethano) Garantiza un acabado excelente y duradero.",1,4500.0,4500.0
B0200002957,2026-02-12,474,HYUNDAI PORTER KIT DEFENSA COMPLETA,UNA CABINA,1,33000.0,30501.9
B0200002957,2026-02-12,800,PORTA PIES PARA CAMION,,1,4000.0,4000.0
B0200002957,2026-02-12,761,BOLA DE JALON 2000 LB (opcional),,1,750.0,750.0
B0200002957,2026-02-12,87,Materiales de instalacion,"---------------------Que incluye el KIT DE DEFENSA!!!!
1-Garantía de 2 años contra oxidación Te ofrece tranquilidad y confianza.
2-Instalación completa Asegura un montaje adecuado y profesional.
3-Pintura automotriz (Urethano) Garantiza un acabado excelente y duradero.",1,4500.0,4500.0
B0200002958,2026-02-12,621,KIT-DEFENSA TOWN ACE COMPLETA! 2024,,1,33000.0,29502.0
B0200002958,2026-02-12,761,BOLA DE JALON 2000 LB (opcional),,1,750.0,750.0
B0200002958,2026-02-12,87,Materiales de instalacion,"---------------------Que incluye el KIT DE DEFENSA!!!!
1-Garantía de 2 años contra oxidación Te ofrece tranquilidad y confianza.
2-Instalación completa Asegura un montaje adecuado y profesional.
3-Pintura automotriz (Urethano) Garantiza un acabado excelente y duradero.",1,4500.0,4500.0
B0200002959,2026-02-12,619,KIT-COMPLETA DEFENSA HIJET,BARRA PARA LUCES,1,29000.0,27521.0
B0200002959,2026-02-12,1420,HIJET TRASERO EXTRA REFORZADO,,1,3000.0,3000.0
B0200002959,2026-02-12,761,BOLA DE JALON 2000 LB (opcional),,1,750.0,750.0
B0200002959,2026-02-12,87,Materiales de instalacion,"---------------------Que incluye el KIT DE DEFENSA!!!!
1-Garantía de 2 años contra oxidación Te ofrece tranquilidad y confianza.
2-Instalación completa Asegura un montaje adecuado y profesional.
3-Pintura automotriz (Urethano) Garantiza un acabado excelente y duradero.",1,4500.0,4500.0
B0200002960,2026-02-12,619,KIT-COMPLETA DEFENSA HIJET,BARRA PARA LUCES,1,29000.0,27521.0
B0200002960,2026-02-12,1420,HIJET TRASERO EXTRA REFORZADO,,1,3000.0,3000.0
B0200002960,2026-02-12,761,BOLA DE JALON 2000 LB (opcional),,1,750.0,750.0
B0200002960,2026-02-12,87,Materiales de instalacion,"---------------------Que incluye el KIT DE DEFENSA!!!!
1-Garantía de 2 años contra oxidación Te ofrece tranquilidad y confianza.
2-Instalación completa Asegura un montaje adecuado y profesional.
3-Pintura automotriz (Urethano) Garantiza un acabado excelente y duradero.",1,4500.0,4500.0
B0200002961,2026-02-13,621,KIT-DEFENSA TOWN ACE COMPLETA! 2024,,1,33000.0,31350.0
B0200002961,2026-02-13,761,BOLA DE JALON 2000 LB (opcional),,1,750.0,750.0
B0200002961,2026-02-13,87,Materiales de instalacion,"---------------------Que incluye el KIT DE DEFENSA!!!!
1-Garantía de 2 años contra oxidación Te ofrece tranquilidad y confianza.
2-Instalación completa Asegura un montaje adecuado y profesional.
3-Pintura automotriz (Urethano) Garantiza un acabado excelente y duradero.",1,4500.0,4500.0
B0200002962,2026-02-13,162,JUEGO DE KIT DEFENSAS CHEVROLET N400,,1,34000.0,30260.0
B0200002962,2026-02-13,761,BOLA DE JALON 2000 LB (opcional),,1,750.0,750.0
B0200002962,2026-02-13,87,Materiales de instalacion,"---------------------Que incluye el KIT DE DEFENSA!!!!
1-Garantía de 2 años contra oxidación Te ofrece tranquilidad y confianza.
2-Instalación completa Asegura un montaje adecuado y profesional.
3-Pintura automotriz (Urethano) Garantiza un acabado excelente y duradero.",1,4500.0,4500.0
B0200002963,2026-02-13,611,KIT-COMPLETA NISSAN NV 350 MODERNA,TECHO BAJITO,1,48000.0,44500.8
B0200002963,2026-02-13,761,BOLA DE JALON 2000 LB (opcional),,1,750.0,750.0
B0200002963,2026-02-13,87,Materiales de instalacion,"---------------------Que incluye el KIT DE DEFENSA!!!!
1-Garantía de 2 años contra oxidación Te ofrece tranquilidad y confianza.
2-Instalación completa Asegura un montaje adecuado y profesional.
3-Pintura automotriz (Urethano) Garantiza un acabado excelente y duradero.",1,4500.0,4500.0
B0200002964,2026-02-13,619,KIT-COMPLETA DEFENSA HIJET,,1,29000.0,25499.7
B0200002964,2026-02-13,1420,HIJET TRASERO EXTRA REFORZADO,,1,3000.0,3000.0
B0200002964,2026-02-13,761,BOLA DE JALON 2000 LB (opcional),,1,750.0,750.0
B0200002964,2026-02-13,87,Materiales de instalacion,"---------------------Que incluye el KIT DE DEFENSA!!!!
1-Garantía de 2 años contra oxidación Te ofrece tranquilidad y confianza.
2-Instalación completa Asegura un montaje adecuado y profesional.
3-Pintura automotriz (Urethano) Garantiza un acabado excelente y duradero.",1,4500.0,4500.0
B0200002965,2026-02-13,619,KIT-COMPLETA DEFENSA HIJET,,1,29000.0,25499.7
B0200002965,2026-02-13,761,BOLA DE JALON 2000 LB (opcional),,1,750.0,750.0
B0200002965,2026-02-13,87,Materiales de instalacion,"---------------------Que incluye el KIT DE DEFENSA!!!!
1-Garantía de 2 años contra oxidación Te ofrece tranquilidad y confianza.
2-Instalación completa Asegura un montaje adecuado y profesional.
3-Pintura automotriz (Urethano) Garantiza un acabado excelente y duradero.",1,4500.0,4500.0
B0200002966,2026-02-13,619,KIT-COMPLETA DEFENSA HIJET,,1,29000.0,25499.7
B0200002966,2026-02-13,1420,HIJET TRASERO EXTRA REFORZADO,,1,3000.0,3000.0
B0200002966,2026-02-13,761,BOLA DE JALON 2000 LB (opcional),,1,750.0,750.0
B0200002966,2026-02-13,87,Materiales de instalacion,"---------------------Que incluye el KIT DE DEFENSA!!!!
1-Garantía de 2 años contra oxidación Te ofrece tranquilidad y confianza.
2-Instalación completa Asegura un montaje adecuado y profesional.
3-Pintura automotriz (Urethano) Garantiza un acabado excelente y duradero.",1,4500.0,4500.0
B0200002967,2026-02-14,619,KIT-COMPLETA DEFENSA HIJET,,1,29000.0,25499.7
B0200002967,2026-02-14,1420,HIJET TRASERO EXTRA REFORZADO,,1,3000.0,3000.0
B0200002967,2026-02-14,761,BOLA DE JALON 2000 LB (opcional),,1,750.0,750.0
B0200002967,2026-02-14,87,Materiales de instalacion,"---------------------Que incluye el KIT DE DEFENSA!!!!
1-Garantía de 2 años contra oxidación Te ofrece tranquilidad y confianza.
2-Instalación completa Asegura un montaje adecuado y profesional.
3-Pintura automotriz (Urethano) Garantiza un acabado excelente y duradero.",1,4500.0,4500.0
B0200002968,2026-02-14,619,KIT-COMPLETA DEFENSA HIJET,,1,29000.0,25499.7
B0200002968,2026-02-14,1420,HIJET TRASERO EXTRA REFORZADO,,1,3000.0,3000.0
B0200002968,2026-02-14,761,BOLA DE JALON 2000 LB (opcional),,1,750.0,750.0
B0200002968,2026-02-14,87,Materiales de instalacion,"---------------------Que incluye el KIT DE DEFENSA!!!!
1-Garantía de 2 años contra oxidación Te ofrece tranquilidad y confianza.
2-Instalación completa Asegura un montaje adecuado y profesional.
3-Pintura automotriz (Urethano) Garantiza un acabado excelente y duradero.",1,4500.0,4500.0
B0200002969,2026-02-16,578,REPARACION GRADO (A),TOWN ACE JUEGO DE DEFENSAS,1,10000.0,10000.0
B0200002970,2026-02-16,337,INSTALACION,TOWN ACE DEFENSA TRASERA,1,2000.0,2000.0
B0200002971,2026-02-16,1109,NISSAN SERENA DEFENSA TRASERA,TRES TUBOS AÑO 2020,1,14500.0,16254.5
B0200002971,2026-02-16,1233,NISSAN SERENA JUEGO DE ESTRIBOS,,1,15000.0,16815.0
B0200002971,2026-02-16,761,BOLA DE JALON 2000 LB (opcional),,1,750.0,885.0
B0200002971,2026-02-16,1175,DESINSTALACION & INSTALACION DE SENSORES,DEFENSA TRASERA,1,5000.0,5900.0
B0200002971,2026-02-16,562,Materiales de instalacion 2 piezas,"---------------------

Que incluye el KIT!!!!


1-Garantía de 3 años contra oxidación: Te ofrece tranquilidad y confianza.

2-Instalación completa: Asegura un montaje adecuado y profesional.

3-Pintura automotriz (Urethano): Garantiza un acabado excelente y duradero.",1,2500.0,2950.0
B0200002972,2026-02-16,738,FRENTE PLATANERA DAIHATSU MODERNA.,,1,15000.0,14250.0
B0200002972,2026-02-16,740,TRASERA PLATANERA DAIHATSU,,1,10000.0,9500.0
B0200002972,2026-02-16,761,BOLA DE JALON 2000 LB (opcional),,1,750.0,750.0
B0200002972,2026-02-16,562,Materiales de instalacion 2 piezas,"---------------------

Que incluye el KIT!!!!


1-Garantía de 3 años contra oxidación: Te ofrece tranquilidad y confianza.

2-Instalación completa: Asegura un montaje adecuado y profesional.

3-Pintura automotriz (Urethano): Garantiza un acabado excelente y duradero.",1,2500.0,2500.0
B0200002973,2026-02-16,746,KIT ISUZU CARA ANCHA DEFENSA DELANTERA,,2,25000.0,56050.0
B0200002973,2026-02-16,800,PORTA PIES PARA CAMION,,2,4000.0,9440.0
B0200002973,2026-02-16,282,MATERIALES DE INSTALACION (1 SOLA PIEZA),"Materiales de instalacion (---------------------

-Garantia contra Oxido de 24 meses.
-Pintura automotriz (Urethano): Garantiza un acabado
excelente y duradero.",2,1500.0,3540.0
B0200002974,2026-02-16,611,KIT-COMPLETA NISSAN NV 350 MODERNA,TECHO BAJITO,1,48000.0,45600.0
B0200002974,2026-02-16,761,BOLA DE JALON 2000 LB (opcional),,1,750.0,750.0
B0200002974,2026-02-16,613,ESCALERA-ESPECIAL NV-350,,1,7000.0,7000.0
B0200002974,2026-02-16,87,Materiales de instalacion,"---------------------Que incluye el KIT DE DEFENSA!!!!
1-Garantía de 2 años contra oxidación Te ofrece tranquilidad y confianza.
2-Instalación completa Asegura un montaje adecuado y profesional.
3-Pintura automotriz (Urethano) Garantiza un acabado excelente y duradero.",1,4500.0,4500.0
B0200002975,2026-02-16,253,TOYOTA PIXIS VAN,,1,29000.0,25499.7
B0200002975,2026-02-16,1420,HIJET TRASERO EXTRA REFORZADO,,1,3000.0,3000.0
B0200002975,2026-02-16,761,BOLA DE JALON 2000 LB (opcional),,1,750.0,750.0
B0200002975,2026-02-16,87,Materiales de instalacion,"---------------------Que incluye el KIT DE DEFENSA!!!!
1-Garantía de 2 años contra oxidación Te ofrece tranquilidad y confianza.
2-Instalación completa Asegura un montaje adecuado y profesional.
3-Pintura automotriz (Urethano) Garantiza un acabado excelente y duradero.",1,4500.0,4500.0
B0200002976,2026-02-16,621,KIT-DEFENSA TOWN ACE COMPLETA! 2024,,1,33000.0,29502.0
B0200002976,2026-02-16,761,BOLA DE JALON 2000 LB (opcional),,1,750.0,750.0
B0200002976,2026-02-16,87,Materiales de instalacion,"---------------------Que incluye el KIT DE DEFENSA!!!!
1-Garantía de 2 años contra oxidación Te ofrece tranquilidad y confianza.
2-Instalación completa Asegura un montaje adecuado y profesional.
3-Pintura automotriz (Urethano) Garantiza un acabado excelente y duradero.",1,4500.0,4500.0
B0200002977,2026-02-16,619,KIT-COMPLETA DEFENSA HIJET,,1,29000.0,25499.7
B0200002977,2026-02-16,1420,HIJET TRASERO EXTRA REFORZADO,,1,3000.0,3000.0
B0200002977,2026-02-16,761,BOLA DE JALON 2000 LB (opcional),,1,750.0,750.0
B0200002977,2026-02-16,87,Materiales de instalacion,"---------------------Que incluye el KIT DE DEFENSA!!!!
1-Garantía de 2 años contra oxidación Te ofrece tranquilidad y confianza.
2-Instalación completa Asegura un montaje adecuado y profesional.
3-Pintura automotriz (Urethano) Garantiza un acabado excelente y duradero.",1,4500.0,4500.0
B0200002978,2026-02-16,253,TOYOTA PIXIS VAN,,1,29000.0,25499.7
B0200002978,2026-02-16,1420,HIJET TRASERO EXTRA REFORZADO,,1,3000.0,3000.0
B0200002978,2026-02-16,761,BOLA DE JALON 2000 LB (opcional),,1,750.0,750.0
B0200002978,2026-02-16,87,Materiales de instalacion,"---------------------Que incluye el KIT DE DEFENSA!!!!
1-Garantía de 2 años contra oxidación Te ofrece tranquilidad y confianza.
2-Instalación completa Asegura un montaje adecuado y profesional.
3-Pintura automotriz (Urethano) Garantiza un acabado excelente y duradero.",1,4500.0,4500.0
B0200002979,2026-02-17,627,KIT COMPLETO KIA 2700-BONGO 2024!!!,UNA CABINA,1,33000.0,30525.0
B0200002979,2026-02-17,800,PORTA PIES PARA CAMION,,1,4000.0,4000.0
B0200002979,2026-02-17,761,BOLA DE JALON 2000 LB (opcional),,1,750.0,750.0
B0200002979,2026-02-17,87,Materiales de instalacion,"---------------------Que incluye el KIT DE DEFENSA!!!!
1-Garantía de 2 años contra oxidación Te ofrece tranquilidad y confianza.
2-Instalación completa Asegura un montaje adecuado y profesional.
3-Pintura automotriz (Urethano) Garantiza un acabado excelente y duradero.",1,4500.0,4500.0
B0200002980,2026-02-17,621,KIT-DEFENSA TOWN ACE COMPLETA! 2024,,1,33000.0,31350.0
B0200002980,2026-02-17,761,BOLA DE JALON 2000 LB (opcional),,1,750.0,750.0
B0200002980,2026-02-17,87,Materiales de instalacion,"---------------------Que incluye el KIT DE DEFENSA!!!!
1-Garantía de 2 años contra oxidación Te ofrece tranquilidad y confianza.
2-Instalación completa Asegura un montaje adecuado y profesional.
3-Pintura automotriz (Urethano) Garantiza un acabado excelente y duradero.",1,4500.0,4500.0
B0200002981,2026-02-17,504,PINTURA,TOWN ACE DEFENSA TRASERA LADO DERECHO,1,2000.0,2000.0
B0200002982,2026-02-17,1429,SOLDADURA REFORZADA,HONDA CRV DEFENSA TRASERA,1,1500.0,1500.0
B0200002983,2026-02-17,627,KIT COMPLETO KIA 2700-BONGO 2024!!!,UNA CABINA,1,33000.0,30501.9
B0200002983,2026-02-17,800,PORTA PIES PARA CAMION,,1,4000.0,4000.0
B0200002983,2026-02-17,761,BOLA DE JALON 2000 LB (opcional),,1,750.0,750.0
B0200002983,2026-02-17,87,Materiales de instalacion,"---------------------Que incluye el KIT DE DEFENSA!!!!
1-Garantía de 2 años contra oxidación Te ofrece tranquilidad y confianza.
2-Instalación completa Asegura un montaje adecuado y profesional.
3-Pintura automotriz (Urethano) Garantiza un acabado excelente y duradero.",1,4500.0,4500.0
B0200002984,2026-02-17,529,TOYOTA HILUX DEFENSA DELANTERA Y TRASERA,AÑO 2014,1,34000.0,32500.6
B0200002984,2026-02-17,761,BOLA DE JALON 2000 LB (opcional),,1,750.0,750.0
B0200002984,2026-02-17,562,Materiales de instalacion 2 piezas,"---------------------

Que incluye el KIT!!!!


1-Garantía de 3 años contra oxidación: Te ofrece tranquilidad y confianza.

2-Instalación completa: Asegura un montaje adecuado y profesional.

3-Pintura automotriz (Urethano): Garantiza un acabado excelente y duradero.",1,2500.0,2500.0
B0200002985,2026-02-17,536,LAND CRUISER PRADO DEFENSA TRASERA,UN SOLO TUBO EN TUBO DE 2,1,14500.0,13499.5
B0200002985,2026-02-17,761,BOLA DE JALON 2000 LB (opcional),,1,750.0,750.0
B0200002985,2026-02-17,282,MATERIALES DE INSTALACION (1 SOLA PIEZA),"Materiales de instalacion (---------------------

-Garantia contra Oxido de 24 meses.
-Pintura automotriz (Urethano): Garantiza un acabado
excelente y duradero.",1,1500.0,1500.0
B0200002986,2026-02-17,611,KIT-COMPLETA NISSAN NV 350 MODERNA,TECHO ALTO,1,53000.0,59413.0
B0200002986,2026-02-17,761,BOLA DE JALON 2000 LB (opcional),,1,750.0,885.0
B0200002986,2026-02-17,87,Materiales de instalacion,"---------------------Que incluye el KIT DE DEFENSA!!!!
1-Garantía de 2 años contra oxidación Te ofrece tranquilidad y confianza.
2-Instalación completa Asegura un montaje adecuado y profesional.
3-Pintura automotriz (Urethano) Garantiza un acabado excelente y duradero.",1,4500.0,5310.0
B0200002987,2026-02-18,337,INSTALACION,,1,3000.0,3000.0
B0200002988,2026-02-18,627,KIT COMPLETO KIA 2700-BONGO 2024!!!,UNA CABINA,1,33000.0,36019.5
B0200002988,2026-02-18,800,PORTA PIES PARA CAMION,,1,4000.0,4720.0
B0200002988,2026-02-18,761,BOLA DE JALON 2000 LB (opcional),,1,750.0,885.0
B0200002988,2026-02-18,87,Materiales de instalacion,"---------------------Que incluye el KIT DE DEFENSA!!!!
1-Garantía de 2 años contra oxidación Te ofrece tranquilidad y confianza.
2-Instalación completa Asegura un montaje adecuado y profesional.
3-Pintura automotriz (Urethano) Garantiza un acabado excelente y duradero.",1,4500.0,5310.0
B0200002989,2026-02-18,626,DEFENSA FRONTAL KIA-BONGO K2700,,1,17000.0,15640.0
B0200002989,2026-02-18,800,PORTA PIES PARA CAMION,,1,4000.0,4000.0
B0200002989,2026-02-18,282,MATERIALES DE INSTALACION (1 SOLA PIEZA),"Materiales de instalacion (---------------------

-Garantia contra Oxido de 24 meses.
-Pintura automotriz (Urethano): Garantiza un acabado
excelente y duradero.",1,1500.0,1500.0
B0200002990,2026-02-18,619,KIT-COMPLETA DEFENSA HIJET,,1,29000.0,25499.7
B0200002990,2026-02-18,1420,HIJET TRASERO EXTRA REFORZADO,,1,3000.0,3000.0
B0200002990,2026-02-18,761,BOLA DE JALON 2000 LB (opcional),,1,750.0,750.0
B0200002990,2026-02-18,87,Materiales de instalacion,"---------------------Que incluye el KIT DE DEFENSA!!!!
1-Garantía de 2 años contra oxidación Te ofrece tranquilidad y confianza.
2-Instalación completa Asegura un montaje adecuado y profesional.
3-Pintura automotriz (Urethano) Garantiza un acabado excelente y duradero.",1,4500.0,4500.0
B0200002991,2026-02-19,253,TOYOTA PIXIS VAN,,1,29000.0,27500.7
B0200002991,2026-02-19,1420,HIJET TRASERO EXTRA REFORZADO,,1,3000.0,3000.0
B0200002991,2026-02-19,761,BOLA DE JALON 2000 LB (opcional),,1,750.0,750.0
B0200002991,2026-02-19,87,Materiales de instalacion,"---------------------Que incluye el KIT DE DEFENSA!!!!
1-Garantía de 2 años contra oxidación Te ofrece tranquilidad y confianza.
2-Instalación completa Asegura un montaje adecuado y profesional.
3-Pintura automotriz (Urethano) Garantiza un acabado excelente y duradero.",1,4500.0,4500.0
B0200002992,2026-02-19,253,TOYOTA PIXIS VAN,,1,29000.0,27500.7
B0200002992,2026-02-19,761,BOLA DE JALON 2000 LB (opcional),,1,750.0,750.0
B0200002992,2026-02-19,87,Materiales de instalacion,"---------------------Que incluye el KIT DE DEFENSA!!!!
1-Garantía de 2 años contra oxidación Te ofrece tranquilidad y confianza.
2-Instalación completa Asegura un montaje adecuado y profesional.
3-Pintura automotriz (Urethano) Garantiza un acabado excelente y duradero.",1,4500.0,4500.0
B0200002993,2026-02-19,627,KIT COMPLETO KIA 2700-BONGO 2024!!!,UNA CABINA,1,33000.0,28502.1
B0200002993,2026-02-19,800,PORTA PIES PARA CAMION,,1,4000.0,4000.0
B0200002993,2026-02-19,761,BOLA DE JALON 2000 LB (opcional),,1,750.0,750.0
B0200002993,2026-02-19,87,Materiales de instalacion,"---------------------Que incluye el KIT DE DEFENSA!!!!
1-Garantía de 2 años contra oxidación Te ofrece tranquilidad y confianza.
2-Instalación completa Asegura un montaje adecuado y profesional.
3-Pintura automotriz (Urethano) Garantiza un acabado excelente y duradero.",1,4500.0,4500.0
B0200002994,2026-02-19,816,CAMION DAIHATSU DEFENSA TRASERA,AÑO 99,1,15500.0,14500.25
B0200002994,2026-02-19,761,BOLA DE JALON 2000 LB (opcional),,1,750.0,750.0
B0200002994,2026-02-19,282,MATERIALES DE INSTALACION (1 SOLA PIEZA),"Materiales de instalacion (---------------------

-Garantia contra Oxido de 24 meses.
-Pintura automotriz (Urethano): Garantiza un acabado
excelente y duradero.",1,1500.0,1500.0
B0200002995,2026-02-19,337,INSTALACION,DEFENSA FRONTAL MIRA,1,1500.0,1500.0
B0200002996,2026-02-20,621,KIT-DEFENSA TOWN ACE COMPLETA! 2024,,1,33000.0,31350.0
B0200002996,2026-02-20,761,BOLA DE JALON 2000 LB (opcional),,1,750.0,750.0
B0200002996,2026-02-20,87,Materiales de instalacion,"---------------------Que incluye el KIT DE DEFENSA!!!!
1-Garantía de 2 años contra oxidación Te ofrece tranquilidad y confianza.
2-Instalación completa Asegura un montaje adecuado y profesional.
3-Pintura automotriz (Urethano) Garantiza un acabado excelente y duradero.",1,4500.0,4500.0
B0200002997,2026-02-20,627,KIT COMPLETO KIA 2700-BONGO 2024!!!,UNA CABINA,1,38000.0,34200.0
B0200002997,2026-02-20,100,PORTA PIE,,1,4000.0,4000.0
